ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
5975,1967,PhD,Single,40304.0,1,0,30-09-2013,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0
2157,1972,Graduation,Together,26290.0,1,1,12-01-2013,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,3,11,0
2525,1974,PhD,Married,38410.0,0,0,14-09-2012,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,3,11,1
9483,1959,Graduation,Together,57957.0,0,1,19-08-2013,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,3,11,0
10403,1978,Graduation,Together,16531.0,1,0,18-06-2014,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,3,11,0
5074,1986,Master,Married,28072.0,1,0,08-07-2013,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0
7521,1952,Graduation,Together,83844.0,0,0,12-05-2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0
4406,1970,Graduation,Together,67419.0,0,1,16-01-2013,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,3,11,0
9672,1970,2n Cycle,Married,23162.0,1,1,21-12-2013,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,3,11,0
4706,1966,Graduation,Single,34704.0,0,1,27-04-2013,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0
4070,1969,PhD,Married,94871.0,0,2,01-09-2012,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,3,11,1
3697,1954,Graduation,Together,39898.0,0,1,12-02-2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,3,11,0
3102,1981,2n Cycle,Together,19414.0,1,0,16-10-2013,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0
5868,1980,Graduation,Married,19107.0,1,0,22-08-2013,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,3,11,0
8370,1976,2n Cycle,Together,75484.0,0,1,02-08-2012,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,3,11,0
2939,1970,Master,Together,79419.0,0,0,22-06-2014,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,3,11,0
7250,1978,Graduation,Together,57867.0,1,0,01-10-2013,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,3,11,0
2005,1990,Graduation,Married,35765.0,1,0,11-12-2013,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,3,11,0
10770,1959,Graduation,Married,65492.0,0,0,26-01-2014,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,3,11,0
6885,1977,Graduation,Divorced,32952.0,1,0,01-12-2013,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,3,11,0
5751,1973,2n Cycle,Divorced,31163.0,1,0,13-02-2014,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0
10128,1958,Graduation,Together,53977.0,0,1,08-06-2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0
3865,1977,2n Cycle,Together,20981.0,0,0,30-04-2013,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,3,11,1
6310,1978,Graduation,Married,33039.0,1,0,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0
10380,1972,Master,Married,37787.0,1,0,20-09-2013,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,3,11,0
4278,1983,PhD,Single,87188.0,0,0,03-06-2013,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,3,11,1
8643,1971,Graduation,Together,69930.0,0,0,26-05-2013,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,3,11,0
1998,1976,Graduation,Single,37697.0,1,0,07-02-2014,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0
10795,1973,PhD,Married,37401.0,1,0,06-05-2014,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0
7998,1958,Graduation,Together,28087.0,1,1,11-12-2012,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,3,11,0
3536,1960,Graduation,Together,19740.0,0,1,24-03-2013,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,3,11,0
125,1958,2n Cycle,Together,53083.0,1,1,15-05-2013,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,3,11,0
3745,1988,2n Cycle,Married,23331.0,1,0,04-09-2012,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,3,11,0
1079,1971,PhD,Married,71969.0,0,1,16-10-2012,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,3,11,0
6678,1989,Graduation,Together,31928.0,1,0,28-03-2014,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,3,11,0
10212,1986,Master,Together,42386.0,1,0,13-01-2013,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0
2217,1975,2n Cycle,Married,37284.0,1,1,29-03-2013,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,3,11,0
8091,1956,Graduation,Married,63943.0,0,1,02-09-2012,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,3,11,0
7791,1967,Master,Married,37054.0,1,1,15-09-2013,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,3,11,0
4037,1976,Graduation,Divorced,31859.0,1,0,14-06-2013,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5424,1983,Graduation,Married,39922.0,1,0,14-02-2013,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,3,11,0
879,1976,Master,Married,49681.0,0,2,04-11-2013,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,0
9530,1988,Graduation,Married,24645.0,1,0,01-11-2012,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
10699,1985,Graduation,Married,44322.0,1,0,16-06-2014,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,3,11,0
7476,1964,Master,Single,63972.0,0,1,02-12-2012,93,928,63,254,0,12,12,4,5,4,10,4,0,1,0,0,0,0,3,11,0
9916,1954,Graduation,Married,38998.0,1,1,03-11-2012,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0
8135,1986,Master,Married,27161.0,1,0,28-10-2013,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2130,1982,Graduation,Together,45203.0,2,0,23-03-2014,4,35,3,67,10,8,24,1,3,1,3,6,0,0,0,0,0,0,3,11,1
5223,1966,Master,Together,45903.0,0,1,23-04-2014,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,3,11,0
1626,1973,PhD,Divorced,35860.0,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,1
4971,1962,PhD,Together,31497.0,0,1,06-12-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0
7022,1971,Graduation,Married,76445.0,1,0,28-09-2012,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,3,11,0
2565,1955,Master,Divorced,70638.0,0,0,01-06-2013,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,3,11,0
800,1960,Graduation,Together,44512.0,1,1,30-08-2013,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0
11092,1961,Graduation,Married,27116.0,1,1,02-03-2014,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0
5062,1963,PhD,Married,54072.0,1,1,27-07-2013,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,3,11,0
4480,1973,Master,Married,60432.0,0,1,09-03-2014,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,3,11,0
1773,1978,2n Cycle,Married,12393.0,0,0,04-12-2012,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,3,11,0
6215,1977,Graduation,Married,31353.0,1,1,29-12-2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,1
5423,1983,Graduation,Together,28359.0,1,0,27-10-2013,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0
9668,1971,Graduation,Married,18793.0,1,0,12-01-2013,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,3,11,0
9986,1982,Graduation,Together,19444.0,1,0,22-02-2014,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,3,11,1
3276,1976,2n Cycle,Together,36301.0,1,0,25-10-2013,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,3,11,0
10207,1978,Graduation,Together,22775.0,1,0,19-06-2013,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0
10785,1969,Graduation,Married,44078.0,1,1,19-06-2014,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,3,11,0
2814,1976,Master,Together,30560.0,1,0,27-06-2013,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,3,11,0
6866,1969,Master,Together,35924.0,1,1,23-03-2014,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1665,1964,PhD,Divorced,64140.0,0,2,23-09-2013,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,3,11,1
3091,1981,2n Cycle,Together,75774.0,1,0,02-05-2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0
7005,1981,Graduation,Single,58684.0,0,0,16-06-2014,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,3,11,0
8079,1982,Graduation,Married,22448.0,1,0,26-02-2014,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,3,11,0
13,1947,PhD,Widow,25358.0,0,1,22-07-2013,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,3,11,0
1834,1978,Master,Single,35544.0,1,0,08-03-2014,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,3,11,0
1404,1968,Graduation,Together,34916.0,2,0,15-05-2013,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,3,11,0
2639,1966,Graduation,Single,43602.0,1,1,10-01-2014,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,3,11,0
8299,1989,PhD,Single,33996.0,0,0,11-09-2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0
6437,1985,2n Cycle,Single,41473.0,1,0,19-06-2013,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,3,11,0
5299,1970,PhD,Married,69084.0,1,0,19-11-2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0
1964,1951,Graduation,Together,86610.0,0,0,05-09-2013,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,3,11,0
3433,1955,2n Cycle,Married,72635.0,0,0,03-06-2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0
6347,1979,Basic,Single,15862.0,1,0,27-06-2013,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0
8230,1980,Graduation,Married,33228.0,1,0,23-01-2014,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,3,11,0
5939,1971,Graduation,Together,38232.0,1,1,17-01-2014,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,3,11,0
7397,1951,Graduation,Single,49090.0,0,1,19-07-2013,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,3,11,0
10790,1985,PhD,Married,18169.0,1,0,19-02-2013,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0
10398,1981,2n Cycle,Single,24336.0,1,0,27-08-2012,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1890,1971,2n Cycle,Together,42033.0,1,1,19-09-2012,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0
3565,1955,Master,Married,38452.0,1,1,30-03-2014,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0
5294,1989,Graduation,Single,18358.0,1,0,20-11-2013,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,3,11,0
4055,1992,Basic,Single,18746.0,1,0,29-05-2014,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0
7629,1977,Graduation,Married,22108.0,1,1,08-05-2014,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10640,1974,Graduation,Together,44392.0,1,1,05-09-2013,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0
6742,1979,Graduation,Married,17688.0,1,0,13-01-2013,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0
2634,1979,Master,Single,16653.0,1,0,18-04-2014,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1
1744,1965,Basic,Single,23529.0,0,1,07-01-2013,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0
8605,1964,PhD,Together,46910.0,1,1,23-03-2014,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0
10304,1959,Graduation,Married,18690.0,0,0,28-12-2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0
4351,1955,Graduation,Divorced,37244.0,1,1,27-04-2013,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0
10129,1966,Graduation,Together,82427.0,0,0,12-03-2014,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0
7500,1967,Graduation,Single,79146.0,1,1,24-04-2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0
5796,1963,Graduation,Married,77437.0,0,0,26-11-2013,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0
10556,1959,Graduation,Married,54984.0,0,1,24-05-2014,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0
1064,1971,PhD,Married,42403.0,1,0,11-12-2013,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0
48,1964,Graduation,Together,55761.0,0,1,24-04-2014,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0
9710,1969,PhD,Divorced,58086.0,0,1,20-01-2013,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0
10250,1947,Basic,Together,28389.0,0,0,20-11-2012,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0
3878,1980,2n Cycle,Single,31859.0,1,0,27-02-2014,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2154,1971,Graduation,Widow,30372.0,1,1,25-12-2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0
5394,1979,Basic,Single,16014.0,1,1,17-03-2013,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0
3798,1968,Graduation,Married,41120.0,1,1,06-11-2013,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0
3524,1971,Master,Single,39763.0,1,0,04-08-2013,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1
5883,1972,Graduation,Married,77981.0,1,0,26-05-2013,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0
8812,1979,2n Cycle,Divorced,13533.0,1,0,10-03-2013,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0
4328,1986,2n Cycle,Married,21955.0,1,0,07-09-2013,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0
8312,1961,Basic,Married,28249.0,0,0,15-06-2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0
2694,1967,Graduation,Married,42664.0,0,1,18-03-2014,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0
10477,1973,PhD,Together,39435.0,1,0,06-08-2013,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0
5150,1979,Basic,Single,20194.0,1,0,17-12-2012,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0
5283,1976,PhD,Single,42473.0,1,1,17-02-2014,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0
8008,1983,Graduation,Together,36075.0,1,0,09-12-2013,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0
6173,1979,Graduation,Together,77298.0,0,1,02-11-2013,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0
1419,1950,Graduation,Together,34026.0,1,1,05-08-2013,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0
9150,1963,PhD,Single,48918.0,1,1,12-04-2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0
1250,1976,Graduation,Single,37697.0,1,0,07-02-2014,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0
10691,1960,Master,Married,28520.0,1,1,14-06-2013,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0
2952,1977,Master,Single,36273.0,1,0,16-04-2014,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0
762,1981,2n Cycle,Together,75774.0,1,0,02-05-2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0
8397,1951,Graduation,Married,44689.0,1,1,10-01-2014,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0
9284,1958,Graduation,Together,53977.0,0,1,08-06-2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0
3130,1964,Graduation,Single,18701.0,1,1,04-06-2013,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0
1990,1974,PhD,Single,63159.0,0,0,05-11-2012,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0
5513,1966,Graduation,Together,37758.0,1,1,04-10-2012,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0
10177,1954,Graduation,Divorced,72071.0,0,1,14-02-2013,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0
2549,1983,PhD,Together,21840.0,1,0,21-07-2013,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0
5684,1971,Master,Divorced,44635.0,1,1,11-10-2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0
8334,1971,Master,Single,33316.0,1,1,04-10-2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0
78,1969,Graduation,Married,25293.0,1,0,15-09-2013,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0
1087,1975,Master,Together,22669.0,1,0,22-05-2013,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1
6859,1987,Graduation,Single,29236.0,1,0,08-10-2013,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0
9860,1959,Graduation,Together,44911.0,0,1,15-03-2013,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0
5866,1974,Graduation,Together,48186.0,1,0,20-03-2014,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0
10521,1977,Graduation,Married,54809.0,1,1,11-09-2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1
7393,1978,Graduation,Together,41580.0,1,1,10-12-2012,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0
9847,1955,2n Cycle,Married,62972.0,0,1,03-08-2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0
9576,1982,PhD,Together,32313.0,1,0,11-02-2013,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0
7419,1968,Master,Divorced,27071.0,1,0,23-04-2014,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0
5010,1988,Graduation,Single,25008.0,1,0,02-02-2014,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0
11148,1975,Graduation,Together,22280.0,1,0,19-05-2013,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1168,1978,PhD,Married,72159.0,0,0,29-10-2012,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0
5316,1976,Master,Together,21024.0,0,0,04-07-2013,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0
9029,1972,PhD,Married,70116.0,0,0,26-01-2013,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0
1459,1966,PhD,Married,69063.0,0,1,07-11-2012,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0
10241,1975,2n Cycle,Divorced,11448.0,0,0,15-12-2013,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0
4227,1968,Master,Together,32889.0,1,1,06-09-2013,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0
9467,1984,Graduation,Single,34738.0,1,0,11-05-2014,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0
3286,1967,PhD,Divorced,26642.0,1,0,01-03-2014,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0
3722,1972,Graduation,Single,44503.0,1,1,16-04-2014,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0
8341,1969,PhD,Married,30396.0,1,0,30-04-2014,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,3,11,1
6461,1969,Master,Single,62772.0,0,1,19-05-2013,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0
7505,1957,PhD,Married,44155.0,1,1,19-01-2014,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0
5113,1971,PhD,Divorced,86979.0,0,0,07-11-2013,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,3,11,1
10858,1975,Graduation,Together,76532.0,1,1,09-09-2013,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0
5790,1985,Graduation,Married,31158.0,1,0,27-01-2013,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0
2337,1971,Graduation,Divorced,29819.0,1,0,24-10-2013,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0
10680,1986,Graduation,Together,33235.0,1,0,05-02-2014,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,3,11,0
3265,1959,Graduation,Married,35701.0,0,0,19-03-2013,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0
5623,1980,Master,Married,31535.0,1,0,26-09-2013,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0
4385,1981,PhD,Single,36038.0,1,0,31-05-2013,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0
10686,1965,PhD,Together,34230.0,1,1,26-12-2012,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0
3112,1977,Master,Married,22701.0,1,0,05-09-2013,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0
10872,1969,PhD,Married,55212.0,0,1,23-11-2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0
5734,1974,PhD,Married,61917.0,1,1,20-11-2013,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,3,11,0
1458,1982,Master,Married,21059.0,1,0,07-01-2014,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,3,11,0
7007,1968,Master,Married,29543.0,2,0,01-04-2014,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,3,11,0
1403,1975,2n Cycle,Together,34984.0,1,1,06-09-2012,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0
9291,1959,Master,Married,34242.0,0,1,23-03-2014,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0
2478,1973,Graduation,Married,25410.0,1,0,31-08-2013,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,3,11,0
5138,1950,Graduation,Together,28320.0,0,1,14-01-2013,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0
5393,1977,Graduation,Single,23763.0,1,0,07-08-2012,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,3,11,0
9955,1954,Graduation,Together,39898.0,0,1,12-02-2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,3,11,0
3434,1951,Graduation,Single,80872.0,0,0,12-05-2014,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,3,11,0
8514,1976,Graduation,Together,29478.0,1,0,17-01-2014,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0
6355,1978,Graduation,Married,44359.0,1,1,17-06-2014,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,3,11,0
1158,1966,Graduation,Divorced,48877.0,0,1,05-01-2014,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,3,11,0
7165,1972,Graduation,Together,64474.0,0,1,22-10-2013,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,3,11,0
8537,1949,Graduation,Widow,72643.0,0,0,27-02-2013,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,3,11,1
4338,1983,Graduation,Single,39062.0,1,0,25-03-2014,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,3,11,0
8360,1971,2n Cycle,Married,54690.0,1,1,07-11-2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0
9289,1979,Graduation,Married,36781.0,1,0,10-04-2014,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,3,11,1
10913,1984,Master,Single,31385.0,1,0,05-12-2012,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,3,11,1
8619,1957,Graduation,Together,21994.0,0,1,24-12-2012,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0
